id	text	count
477182317966798848	brazil's marcelo scores the first goal of the world cup ... against brazil. http://t.co/d3e1ac9e4f	3787
477181994972246016	at least brazil have scored the first goal of the world cup #brazil2014	2878
477134696137359360	rt @niallofficial: first game of the world cup tonight ! can't wait ! pra cima majooooorr !    cmon braziiiilllll !	1702
477182269107355649	the first goal of the world cup is an own goal! marcelo accidentally knocks it into his own net past julio cesar! croatia leads 1-0.	16891
